         48591972 function calls (47954037 primitive calls) in 579.909 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 __init__.py:531(Distribution)
       10    0.000    0.000    0.000    0.000 representer.py:144(represent_none)
        1    0.000    0.000    0.000    0.000 transforms.py:1077(TransformedBbox)
        6    0.000    0.000    0.000    0.000 info.py:69(episode_lengths)
        1    0.000    0.000    0.000    0.000 _reporting_configuration.py:12(ReportingConfiguration)
       55    0.000    0.000    0.000    0.000 ops.py:179(get_inner)
        1    0.000    0.000    0.000    0.000 linalg.py:51(SlogdetResult)
        1    0.000    0.000    0.000    0.000 proxy_tensor.py:483(PythonKeyTracer)
       68    0.000    0.000    0.000    0.000 text.py:1347(get_parse_math)
        1    0.000    0.000    0.000    0.000 indexing.py:725(_LocationIndexer)
        1    0.000    0.000    0.000    0.000 replay_record.py:27(ExecutionRecord)
        1    0.000    0.000    0.000    0.000 _edge_traversal.py:12(EdgeTraversal)
        2    0.000    0.000    0.000    0.000 types.py:247(coroutine)
        1    0.000    0.000    0.000    0.000 linear.py:9(LinearPackedParams)
        1    0.000    0.000    0.000    0.000 emitter.py:175(expect_first_document_start)
        1    0.000    0.000    0.000    0.000 collections.py:2126(QuadMesh)
       57    0.000    0.000    0.000    0.000 text.py:605(set_wrap)
        1    0.000    0.000    0.000    0.000 tz.py:41(tzutc)
        1    0.000    0.000    0.000    0.000 vectorize_observation.py:56(VectorizeLambdaObservationV0)
        1    0.000    0.000    0.000    0.000 _message.py:12(Message)
        1    0.000    0.000    0.000    0.000 transformer.py:769(TransformerDecoderLayer)
        3    0.000    0.000    0.000    0.000 utils.py:488(__or__)
        1    0.000    0.000    0.000    0.000 pyplot.py:469(draw_if_interactive)
        1    0.000    0.000    0.000    0.000 {built-in method _ctypes.FormatError}
        7    0.000    0.000    0.000    0.000 core.py:2544(_arraymethod)
        1    0.000    0.000    0.000    0.000 __init__.py:1208(_check_not_implemented)
        1    0.000    0.000    0.000    0.000 adamax.py:12(Adamax)
      104    0.000    0.000    0.000    0.000 transforms.py:1809(get_affine)
        1    0.000    0.000    0.000    0.000 collections.py:1302(RegularPolyCollection)
        1    0.000    0.000    0.000    0.000 dviread.py:831(PsfontsMap)
        8    0.000    0.000    0.000    0.000 rrule.py:77(<genexpr>)
        1    0.000    0.000    0.000    0.000 pytables.py:485(HDFStore)
        1    0.000    0.000    0.000    0.000 replace.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ndim_array.py:86(NDimArray)
        1    0.000    0.000    0.000    0.000 reductions.py:154(<dictcomp>)
       12    0.000    0.000    0.000    0.000 ticker.py:1922(__init__)
        3    0.000    0.000    0.000    0.000 quadrature.py:461(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:1151(IntStorage)
        2    0.000    0.000    0.000    0.000 ctx_mp_python.py:612(_set_prec)
        1    0.000    0.000    0.000    0.000 GifImagePlugin.py:78(GifImageFile)
        1    0.000    0.000    0.000    0.000 __init__.py:1107(DoubleStorage)
        3    0.000    0.000    0.000    0.000 __init__.py:5667(_make_r_binary_op)
       62    0.000    0.000    0.000    0.000 artist.py:611(get_gid)
       11    0.000    0.000    0.000    0.000 __init__.py:788(__new__)
        1    0.000    0.000    0.000    0.000 _external_property_file_reference.py:15(ExternalPropertyFileReference)
        1    0.000    0.000    0.000    0.000 _script.py:507(ScriptModule)
       48    0.000    0.000    0.000    0.000 events.py:5(__init__)
        7    0.000    0.000    0.000    0.000 artist.py:625(get_snap)
       14    0.000    0.000    0.000    0.000 range.py:999(__len__)
        4    0.000    0.000    0.000    0.000 {built-in method _locale.setlocale}
        4    0.000    0.000    0.000    0.000 {built-in method fromtimestamp}
        1    0.000    0.000    0.000    0.000 socket.py:214(socket)
       68    0.000    0.000    0.000    0.000 text.py:601(get_wrap)
       70    0.000    0.000    0.000    0.000 axis.py:355(<genexpr>)
        1    0.000    0.000    0.000    0.000 merge.py:713(_MergeOperation)
        1    0.000    0.000    0.000    0.000 JpegPresets.py:1(<module>)
       20    0.000    0.000    0.000    0.000 hooks.py:82(warn_if_has_hooks)
        1    0.000    0.000    0.000    0.000 _memory_profiler.py:72(<dictcomp>)
        1    0.000    0.000    0.000    0.000 registration.py:535(load_env_creator)
        1    0.000    0.000    0.000    0.000 dot.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _namedtensor_internals.py:1(<module>)
        7    0.000    0.000    0.000    0.000 legend_handler.py:171(__init__)
       81    0.000    0.000    0.000    0.000 fromnumeric.py:2831(_min_dispatcher)
        1    0.000    0.000    0.000    0.000 rnn.py:516(GRU)
        1    0.000    0.000    0.000    0.000 backend_bases.py:173(__init__)
        1    0.000    0.000    0.000    0.000 _reporting_descriptor_relationship.py:16(ReportingDescriptorRelationship)
        4    0.000    0.000    0.000    0.000 {method 'extend' of 'collections.deque' objects}
        2    0.000    0.000    0.000    0.000 textwrap.py:143(_munge_whitespace)
        3    0.000    0.000    0.000    0.000 sysconfig.py:253(_extend_dict)
        3    0.000    0.000    0.000    0.000 core.py:712(<listcomp>)
        1    0.000    0.000    0.000    0.000 _text.py:7(FoldedCase)
        7    0.000    0.000    0.000    0.000 weakref.py:510(update)
        1    0.000    0.000    0.000    0.000 defmatrix.py:73(matrix)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1460(IPv4Network)
       81    0.000    0.000    0.000    0.000 fromnumeric.py:2687(_max_dispatcher)
        1    0.000    0.000    0.000    0.000 conv.py:35(_ConvNd)
        3    0.000    0.000    0.000    0.000 emitter.py:274(expect_flow_sequence)
       57    0.000    0.000    0.000    0.000 __init__.py:265(<genexpr>)
        4    0.000    0.000    0.000    0.000 libmpf.py:631(mpf_le)
        1    0.000    0.000    0.000    0.000 gmpyrationalfield.py:12(GMPYRationalField)
       10    0.000    0.000    0.000    0.000 pretty_symbology.py:172(<lambda>)
        1    0.000    0.000    0.000    0.000 residues.py:1(<module>)
        8    0.000    0.000    0.000    0.000 __init__.py:56(__init_subclass__)
       40    0.000    0.000    0.000    0.000 {method 'nbytes' of 'torch._C.StorageBase' objects}
        1    0.000    0.000    0.000    0.000 context.py:30(BaseContext)
        1    0.000    0.000    0.000    0.000 _lobpcg.py:692(LOBPCG)
        1    0.000    0.000    0.000    0.000 mock.py:1272(_patch)
        3    0.000    0.000    0.000    0.000 sym_node.py:913(wrap_node)
        1    0.000    0.000    0.000    0.000 mathtext.py:37(MathTextParser)
       43    0.000    0.000    0.000    0.000 dispatcher.py:120(register)
        1    0.000    0.000    0.000    0.000 __init__.py:1286(winfo_toplevel)
      117    0.000    0.000    0.000    0.000 contextlib.py:443(__enter__)
       15    0.000    0.000    0.000    0.000 enum.py:792(__iter__)
        2    0.000    0.000    0.000    0.000 serialization.py:413(__init__)
       25    0.000    0.000    0.000    0.000 constructor.py:159(add_constructor)
        1    0.000    0.000    0.000    0.000 ImageChops.py:1(<module>)
       51    0.000    0.000    0.000    0.000 transforms.py:135(<dictcomp>)
        1    0.000    0.000    0.000    0.000 transforms.py:2445(CompositeAffine2D)
        3    0.000    0.000    0.000    0.000 operations.py:108(_from_args)
        4    0.000    0.000    0.000    0.000 gaussiandomains.py:54(__neg__)
        1    0.000    0.000    0.000    0.000 transformer.py:506(TransformerEncoderLayer)
        2    0.000    0.000    0.000    0.000 weak.py:64(__eq__)
       51    0.000    0.000    0.000    0.000 transforms.py:142(<dictcomp>)
        4    0.000    0.000    0.000    0.000 legend_handler.py:214(__init__)
        1    0.000    0.000    0.000    0.000 _print_helpers.py:1(<module>)
        1    0.000    0.000    0.000    0.000 legendre.py:1619(Legendre)
        2    0.000    0.000    0.000    0.000 generic.py:4379(_set_is_copy)
        1    0.000    0.000    0.000    0.000 parsing.py:1(<module>)
        3    0.000    0.000    0.000    0.000 typing.py:1223(__init__)
       13    0.000    0.000    0.000    0.000 mixins.py:36(_inplace_binary_method)
        1    0.000    0.000    0.000    0.000 _dtype_ctypes.py:1(<module>)
        1    0.000    0.000    0.000    0.000 case.py:44(_Outcome)
        1    0.000    0.000    0.000    0.000 testing.py:126(TestParseResultsAsserts)
        1    0.000    0.000    0.000    0.000 precedence.py:1(<module>)
        1    0.000    0.000    0.000    0.000 array_manager.py:1068(SingleArrayManager)
        1    0.000    0.000    0.000    0.000 conditionset.py:19(ConditionSet)
        1    0.000    0.000    0.000    0.000 _thread_flow.py:16(ThreadFlow)
        1    0.000    0.000    0.000    0.000 {method 'dot' of 'numpy.ndarray' objects}
      105    0.000    0.000    0.000    0.000 {method 'isdigit' of 'str' objects}
        2    0.000    0.000    0.000    0.000 contextlib.py:359(__exit__)
        1    0.000    0.000    0.000    0.000 datetime.py:1665(datetime)
      8/4    0.000    0.000    0.000    0.000 typing.py:3382(__getattribute__)
        1    0.000    0.000    0.000    0.000 constraints.py:196(_IndependentConstraint)
        1    0.000    0.000    0.000    0.000 functional_tensor.py:498(BaseFunctionalizeAPI)
        2    0.000    0.000    0.000    0.000 core.py:3644(__init__)
        1    0.000    0.000    0.000    0.000 _attachment.py:18(Attachment)
        1    0.000    0.000    0.000    0.000 linear.py:12(Linear)
        1    0.000    0.000    0.000    0.000 _deprecate.py:1(<module>)
        5    0.000    0.000    0.000    0.000 datetime.py:515(_check_date_fields)
        2    0.000    0.000    0.000    0.000 arrayprint.py:503(decorating_function)
        1    0.000    0.000    0.000    0.000 radam.py:22(RAdam)
       12    0.000    0.000    0.000    0.000 _internal.py:486(register_log)
        1    0.000    0.000    0.000    0.000 info.py:33(Info)
        6    0.000    0.000    0.000    0.000 base.py:6685(_validate_indexer)
        1    0.000    0.000    0.000    0.000 blocks.py:164(maybe_split)
        1    0.000    0.000    0.000    0.000 font.py:69(__init__)
       48    0.000    0.000    0.000    0.000 {method 'issuperset' of 'set' objects}
       12    0.000    0.000    0.000    0.000 config.py:617(_select_options)
        1    0.000    0.000    0.000    0.000 approximation.py:1(<module>)
        1    0.000    0.000    0.000    0.000 delta_functions.py:393(Heaviside)
        1    0.000    0.000    0.000    0.000 mathematica.py:123(MCodePrinter)
        1    0.000    0.000    0.000    0.000 cse_opts.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ctx_manager.py:192(GradIncrementNestingCtxManagerVariable)
        1    0.000    0.000    0.000    0.000 _multiformat_message_string.py:12(MultiformatMessageString)
       50    0.000    0.000    0.000    0.000 {built-in method _tkinter._flatten}
        1    0.000    0.000    0.000    0.000 _type_aliases.py:41(<setcomp>)
        1    0.000    0.000    0.000    0.000 utils.py:266(_supports_unicode)
       14    0.000    0.000    0.000    0.000 emitter.py:426(check_empty_mapping)
        1    0.000    0.000    0.000    0.000 _tight_layout.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ctx_mp.py:58(MPContext)
       14    0.000    0.000    0.000    0.000 libmpf.py:153(_normalize)
        5    0.000    0.000    0.000    0.000 __init__.py:12(set_module)
        1    0.000    0.000    0.000    0.000 frontend.py:653(StmtBuilder)
        1    0.000    0.000    0.000    0.000 scanner.py:447(fetch_flow_sequence_end)
        1    0.000    0.000    0.000    0.000 _parser.py:1373(_result)
        1    0.000    0.000    0.000    0.000 sample.py:1(<module>)
        1    0.000    0.000    0.000    0.000 lists.py:32(BaseListVariable)
        2    0.000    0.000    0.000    0.000 {built-in method _csv.writer}
       41    0.000    0.000    0.000    0.000 backend_bases.py:834(get_clip_path)
        5    0.000    0.000    0.000    0.000 _torch_docs.py:29(<dictcomp>)
        1    0.000    0.000    0.000    0.000 expr.py:338(BaseExprVisitor)
        1    0.000    0.000    0.000    0.000 __init__.py:567(discover)
       11    0.000    0.000    0.000    0.000 construction.py:416(extract_array)
        1    0.000    0.000    0.000    0.000 theta.py:1(<module>)
        2    0.000    0.000    0.000    0.000 {method 'cumsum' of 'numpy.ndarray' objects}
        2    0.000    0.000    0.000    0.000 datetime.py:1336(__new__)
        6    0.000    0.000    0.000    0.000 transforms.py:2308(get_matrix)
        1    0.000    0.000    0.000    0.000 asgd.py:17(ASGD)
        1    0.000    0.000    0.000    0.000 sslproto.py:260(SSLProtocol)
       69    0.000    0.000    0.000    0.000 path.py:223(codes)
        1    0.000    0.000    0.000    0.000 core.py:264(<listcomp>)
       10    0.000    0.000    0.000    0.000 axis.py:2259(_make_getset_interval)
        8    0.000    0.000    0.000    0.000 common.py:529(is_string_or_object_np_dtype)
        1    0.000    0.000    0.000    0.000 formal.py:974(FormalPowerSeries)
        1    0.000    0.000    0.000    0.000 repmatrix.py:20(RepMatrix)
        3    0.000    0.000    0.000    0.000 {built-in method nt.urandom}
        1    0.000    0.000    0.000    0.000 rmsprop.py:10(RMSprop)
        1    0.000    0.000    0.000    0.000 argparse.py:157(HelpFormatter)
        5    0.000    0.000    0.000    0.000 cbook.py:2175(_backend_module_name)
        1    0.000    0.000    0.000    0.000 array_manager.py:599(ArrayManager)
        2    0.000    0.000    0.000    0.000 common.py:292(is_fsspec_url)
      102    0.000    0.000    0.000    0.000 enum.py:1236(__deepcopy__)
        2    0.000    0.000    0.000    0.000 functools.py:818(dispatch)
        4    0.000    0.000    0.000    0.000 locale.py:396(normalize)
       51    0.000    0.000    0.000    0.000 typing.py:2909(<listcomp>)
        5    0.000    0.000    0.000    0.000 __init__.py:20(is_available)
        1    0.000    0.000    0.000    0.000 serializer.py:36(close)
       48    0.000    0.000    0.000    0.000 ImageFile.py:89(_tilesort)
        2    0.000    0.000    0.000    0.000 __init__.py:2293(wm_withdraw)
       63    0.000    0.000    0.000    0.000 axis.py:283(get_loc)
        4    0.000    0.000    0.000    0.000 box.py:30(is_float_integer)
        1    0.000    0.000    0.000    0.000 exporter.py:639(ONNXProgram)
        1    0.000    0.000    0.000    0.000 {built-in method _winapi.GetExitCodeProcess}
