         48591972 function calls (47954037 primitive calls) in 579.909 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 {built-in method torch._C._dispatch_set_report_error_callback}
        1    0.000    0.000    0.000    0.000 typing_extensions.py:915(_TypedDictMeta)
        1    0.000    0.000    0.000    0.000 tarfile.py:708(ExFileObject)
        1    0.000    0.000    0.000    0.000 code.py:162(InteractiveConsole)
        1    0.000    0.000    0.000    0.000 activation.py:575(SELU)
        1    0.000    0.000    0.000    0.000 activation.py:702(Hardshrink)
        1    0.000    0.000    0.000    0.000 loss.py:942(HuberLoss)
        1    0.000    0.000    0.000    0.000 grad_mode.py:205(inference_mode)
        1    0.000    0.000    0.000    0.000 pyfunctorch.py:127(GradInterpreter)
        1    0.000    0.000    0.000    0.000 _functions.py:37(ReduceAddCoalesced)
        2    0.000    0.000    0.000    0.000 library.py:373(_)
        1    0.000    0.000    0.000    0.000 __init__.py:240(strict_fusion)
        1    0.000    0.000    0.000    0.000 __init__.py:7(Warning)
        1    0.000    0.000    0.000    0.000 transforms.py:1202(CumulativeDistributionTransform)
        1    0.000    0.000    0.000    0.000 _typing.py:212(_DataPipeType)
        1    0.000    0.000    0.000    0.000 normalization.py:46(GroupNorm)
        1    0.000    0.000    0.000    0.000 qconfig.py:109(QConfigDynamic)
        2    0.000    0.000    0.000    0.000 mock.py:68(_is_instance_mock)
        1    0.000    0.000    0.000    0.000 reinplace.py:54(_FunctionalizationMetadataProp)
        1    0.000    0.000    0.000    0.000 model.py:1188(BackendMetadata)
        1    0.000    0.000    0.000    0.000 impl.py:679(parse_qualname)
        1    0.000    0.000    0.000    0.000 composer.py:11(Composer)
        2    0.000    0.000    0.000    0.000 cbook.py:103(__eq__)
        3    0.000    0.000    0.000    0.000 _add_docstring.py:11(add_newdoc)
        3    0.000    0.000    0.000    0.000 Image.py:3701(register_decoder)
        1    0.000    0.000    0.000    0.000 ticker.py:2592(AsinhLocator)
        1    0.000    0.000    0.000    0.000 core.py:4671(AtLineStart)
        1    0.000    0.000    0.000    0.000 core.py:5012(_generateDefaultName)
        1    0.000    0.000    0.000    0.000 colorbar.py:123(_ColorbarSpine)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1246(Event)
        1    0.000    0.000    0.000    0.000 text.py:1370(OffsetFrom)
        1    0.000    0.000    0.000    0.000 _mathtext.py:1308(Vlist)
        4    0.000    0.000    0.000    0.000 spines.py:225(_clear)
        8    0.000    0.000    0.000    0.000 six.py:80(_add_doc)
        1    0.000    0.000    0.000    0.000 six.py:169(_SixMetaPathImporter)
        1    0.000    0.000    0.000    0.000 polar.py:402(ThetaAxis)
        1    0.000    0.000    0.000    0.000 core.py:556(ActionWrapper)
        1    0.000    0.000    0.000    0.000 runner.py:7(BaseRunner)
        1    0.000    0.000    0.000    0.000 abc.py:161(ResourceLoader)
        1    0.000    0.000    0.000    0.000 normalize.py:48(NormalizeObservation)
        1    0.000    0.000    0.000    0.000 vectorize_observation.py:17(LambdaObservationV0)
        4    0.000    0.000    0.000    0.000 config.py:269(__init__)
        1    0.000    0.000    0.000    0.000 pytables.py:3203(SeriesFixed)
        1    0.000    0.000    0.000    0.000 symbolic_shapes.py:758(StrictMinMaxConstraint)
        1    0.000    0.000    0.000    0.000 parameters.py:60(__init__)
        1    0.000    0.000    0.000    0.000 numbers.py:3827(NumberSymbol)
        1    0.000    0.000    0.000    0.000 relational.py:1159(StrictLessThan)
        1    0.000    0.000    0.000    0.000 polyoptions.py:524(Gaussian)
        1    0.000    0.000    0.000    0.000 polyoptions.py:708(Symbols)
        1    0.000    0.000    0.000    0.000 complexes.py:1206(principal_branch)
        1    0.000    0.000    0.000    0.000 zeta_functions.py:707(stieltjes)
        1    0.000    0.000    0.000    0.000 polynomials.py:290(gegenbauer)
        1    0.000    0.000    0.000    0.000 matrices.py:68(DeferredVector)
        1    0.000    0.000    0.000    0.000 util.py:6(assoc)
        1    0.000    0.000    0.000    0.000 sequences.py:467(SeqPer)
        5    0.000    0.000    0.000    0.000 transforms.py:224(_noconds_)
        1    0.000    0.000    0.000    0.000 laplace.py:1042(LaplaceTransform)
        1    0.000    0.000    0.000    0.000 cse_main.py:345(Unevaluated)
        1    0.000    0.000    0.000    0.000 single.py:443(FirstExact)
        1    0.000    0.000    0.000    0.000 single.py:1203(Separable)
        1    0.000    0.000    0.000    0.000 single.py:1750(LinearCoefficients)
        1    0.000    0.000    0.000    0.000 plot.py:571(Line2DBaseSeries)
        1    0.000    0.000    0.000    0.000 _ndarray.py:49(Flags)
        1    0.000    0.000    0.000    0.000 distributed.py:76(PlacementClassVariable)
        1    0.000    0.000    0.000    0.000 _rules.py:92(_OperatorSupportedInNewerOpsetVersion)
        1    0.000    0.000    0.000    0.000 misc.py:773(NullVariable)
        1    0.000    0.000    0.000    0.000 PpmImagePlugin.py:57(PpmImageFile)
        1    0.000    0.000    0.000    0.000 __init__.py:2583(BaseWidget)
        1    0.000    0.000    0.000    0.000 __init__.py:3509(Scale)
        1    0.000    0.000    0.000    0.000 __init__.py:4055(Image)
        9    0.000    0.000    0.000    0.000 {method 'cleanup' of 'ImagingDecoder' objects}
        6    0.000    0.000    0.000    0.000 {built-in method _winapi.GetCurrentProcess}
        2    0.000    0.000    0.000    0.000 contextlib.py:763(__init__)
        6    0.000    0.000    0.000    0.000 fromnumeric.py:2589(_ptp_dispatcher)
        1    0.000    0.000    0.000    0.000 core.py:195(<listcomp>)
        1    0.000    0.000    0.000    0.000 threading.py:280(_release_save)
        1    0.000    0.000    0.000    0.000 ctypeslib.py:202(_concrete_ndptr)
        1    0.000    0.000    0.000    0.000 subprocess.py:193(__init__)
        1    0.000    0.000    0.000    0.000 {built-in method torch._C._jit_init}
        1    0.000    0.000    0.000    0.000 typing_extensions.py:572(_ProtocolMeta)
        1    0.000    0.000    0.000    0.000 __init__.py:323(cudaStatus)
        1    0.000    0.000    0.000    0.000 __init__.py:352(device)
        1    0.000    0.000    0.000    0.000 __init__.py:1245(_WrappedTritonKernel)
        1    0.000    0.000    0.000    0.000 _mangling.py:9(PackageMangler)
        1    0.000    0.000    0.000    0.000 loss.py:17(_Loss)
        1    0.000    0.000    0.000    0.000 conv.py:1537(LazyConvTranspose3d)
        1    0.000    0.000    0.000    0.000 activation.py:295(Hardsigmoid)
        1    0.000    0.000    0.000    0.000 activation.py:359(SiLU)
        1    0.000    0.000    0.000    0.000 _functions.py:280(BackwardHookFunction)
        1    0.000    0.000    0.000    0.000 grad_mode.py:20(no_grad)
        1    0.000    0.000    0.000    0.000 grad_mode.py:365(_unsafe_preserve_version_counter)
        1    0.000    0.000    0.000    0.000 spawn.py:18(ProcessException)
        1    0.000    0.000    0.000    0.000 request.py:1256(AbstractHTTPHandler)
        1    0.000    0.000    0.000    0.000 request.py:1080(AbstractDigestAuthHandler)
        1    0.000    0.000    0.000    0.000 request.py:1588(CacheFTPHandler)
        1    0.000    0.000    0.000    0.000 utils.py:139(__getattr__)
        1    0.000    0.000    0.000    0.000 utils.py:8(IterableWrapperIterDataPipe)
        1    0.000    0.000    0.000    0.000 activation.py:161(Softmax)
        1    0.000    0.000    0.000    0.000 _docs.py:1(<module>)
        1    0.000    0.000    0.000    0.000 locks.py:331(Semaphore)
        1    0.000    0.000    0.000    0.000 unflatten.py:61(InterpreterModule)
        1    0.000    0.000    0.000    0.000 __init__.py:246(__getattr__)
        2    0.000    0.000    0.000    0.000 Image.py:3655(register_save_all)
        1    0.000    0.000    0.000    0.000 PngImagePlugin.py:1096(__init__)
        1    0.000    0.000    0.000    0.000 ImageFile.py:391(Parser)
        3    0.000    0.000    0.000    0.000 transforms.py:1025(minposy)
        1    0.000    0.000    0.000    0.000 decompositions_for_rng.py:63(PhiloxState)
        1    0.000    0.000    0.000    0.000 core.py:3516(GoToColumn)
        6    0.000    0.000    0.000    0.000 _enums.py:20(_generate_next_value_)
        1    0.000    0.000    0.000    0.000 __init__.py:69(ProjectionRegistry)
        1    0.000    0.000    0.000    0.000 _factories.py:9(__init__)
        1    0.000    0.000    0.000    0.000 tz.py:874(tzrange)
        1    0.000    0.000    0.000    0.000 dates.py:1866(_SwitchableDateConverter)
        1    0.000    0.000    0.000    0.000 dates.py:876(AutoDateFormatter)
        1    0.000    0.000    0.000    0.000 polar.py:699(RadialAxis)
        1    0.000    0.000    0.000    0.000 writer.py:12(Writer)
        1    0.000    0.000    0.000    0.000 vectorize_action.py:16(LambdaActionV0)
        2    0.000    0.000    0.000    0.000 info.py:117(episode_losses_val)
        1    0.000    0.000    0.000    0.000 _arrow_string_mixins.py:14(ArrowStringArrayMixin)
        1    0.000    0.000    0.000    0.000 blocks.py:2573(NumpyBlock)
        2    0.000    0.000    0.000    0.000 format.py:885(__init__)
        1    0.000    0.000    0.000    0.000 functions.py:346(RoundDecimal)
        1    0.000    0.000    0.000    0.000 colorsys.py:1(<module>)
        1    0.000    0.000    0.000    0.000 assume.py:174(PredicateMeta)
        1    0.000    0.000    0.000    0.000 polyoptions.py:255(Expand)
        1    0.000    0.000    0.000    0.000 polyoptions.py:618(Auto)
        1    0.000    0.000    0.000    0.000 polyoptions.py:681(Gen)
        1    0.000    0.000    0.000    0.000 mpelements.py:14(RealElement)
        1    0.000    0.000    0.000    0.000 factor_.py:2308(primeomega)
        1    0.000    0.000    0.000    0.000 exponential.py:137(exp_polar)
        1    0.000    0.000    0.000    0.000 miscellaneous.py:864(Rem)
        1    0.000    0.000    0.000    0.000 utilities.py:166(AlgIntPowers)
        1    0.000    0.000    0.000    0.000 diagonal.py:86(DiagonalOf)
        1    0.000    0.000    0.000    0.000 sequences.py:612(SeqFormula)
        1    0.000    0.000    0.000    0.000 line.py:2596(Ray3D)
        1    0.000    0.000    0.000    0.000 source.py:472(ConstantSource)
        1    0.000    0.000    0.000    0.000 types.py:28(GuardFail)
        1    0.000    0.000    0.000    0.000 tensor.py:1087(FakeItemVariable)
        1    0.000    0.000    0.000    0.000 _rules.py:146(_FxNodeToOnnx)
        1    0.000    0.000    0.000    0.000 _rules.py:166(_FxPass)
        1    0.000    0.000    0.000    0.000 _rules.py:234(_OpLevelDebugging)
        3    0.000    0.000    0.000    0.000 symbolic_opset9.py:2168(wrap_logical_op_with_cast_to)
        1    0.000    0.000    0.000    0.000 exporter.py:604(ONNXRuntimeOptions)
        1    0.000    0.000    0.000    0.000 exporter.py:573(LargeProtobufONNXProgramSerializer)
        1    0.000    0.000    0.000    0.000 registration.py:19(ONNXFunction)
        2    0.000    0.000    0.000    0.000 {method 'isatty' of '_io.TextIOWrapper' objects}
        6    0.000    0.000    0.000    0.000 {built-in method sys.audit}
        5    0.000    0.000    0.000    0.000 typing.py:412(__init_subclass__)
        1    0.000    0.000    0.000    0.000 records.py:308(recarray)
        1    0.000    0.000    0.000    0.000 linalg.py:130(get_linalg_error_extobj)
        1    0.000    0.000    0.000    0.000 _nested_sequence.py:18(_NestedSequence)
        1    0.000    0.000    0.000    0.000 threading.py:1181(native_id)
        1    0.000    0.000    0.000    0.000 __init__.py:1744(_TorchCompileWrapper)
        1    0.000    0.000    0.000    0.000 subprocess.py:192(STARTUPINFO)
        1    0.000    0.000    0.000    0.000 subprocess.py:215(Handle)
        1    0.000    0.000    0.000    0.000 decoder.py:20(JSONDecodeError)
        1    0.000    0.000    0.000    0.000 activation.py:440(Hardswish)
        1    0.000    0.000    0.000    0.000 loss.py:861(SmoothL1Loss)
        1    0.000    0.000    0.000    0.000 context.py:220(Process)
        1    0.000    0.000    0.000    0.000 _script.py:1581(_ScriptProfileColumn)
        1    0.000    0.000    0.000    0.000 _trace.py:85(ONNXTracedModule)
        1    0.000    0.000    0.000    0.000 request.py:645(HTTPRedirectHandler)
        1    0.000    0.000    0.000    0.000 calendar.py:412(HTMLCalendar)
        1    0.000    0.000    0.000    0.000 parser.py:16(Parser)
        1    0.000    0.000    0.000    0.000 ssl.py:154(<dictcomp>)
        1    0.000    0.000    0.000    0.000 constraints.py:560(_Cat)
        1    0.000    0.000    0.000    0.000 transforms.py:538(ExpTransform)
        1    0.000    0.000    0.000    0.000 _decorator.py:11(functional_datapipe)
        1    0.000    0.000    0.000    0.000 sharding.py:28(ShardingFilterIterDataPipe)
        1    0.000    0.000    0.000    0.000 _utils.py:96(BasicEvaluation)
        1    0.000    0.000    0.000    0.000 graph.py:262(_node_list)
        1    0.000    0.000    0.000    0.000 graph.py:298(_ParsedStackTrace)
        1    0.000    0.000    0.000    0.000 transports.py:72(WriteTransport)
        1    0.000    0.000    0.000    0.000 locks.py:158(Event)
        1    0.000    0.000    0.000    0.000 _guards.py:342(GuardsCheckpointState)
        1    0.000    0.000    0.000    0.000 pkgutil.py:269(ImpLoader)
        2    0.000    0.000    0.000    0.000 _meta_registrations.py:3071(register_meta_foreach)
        2    0.000    0.000    0.000    0.000 events.py:55(__init__)
        1    0.000    0.000    0.000    0.000 colors.py:1121(ListedColormap)
        1    0.000    0.000    0.000    0.000 colors.py:134(__init__)
        1    0.000    0.000    0.000    0.000 colors.py:1910(PowerNorm)
        1    0.000    0.000    0.000    0.000 ImageFile.py:703(PyDecoder)
        1    0.000    0.000    0.000    0.000 core.py:3352(CharsNotIn)
        1    0.000    0.000    0.000    0.000 collections.py:1368(StarPolygonCollection)
        1    0.000    0.000    0.000    0.000 collections.py:1849(PatchCollection)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1409(MouseEvent)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1263(__init__)
        1    0.000    0.000    0.000    0.000 _mathtext.py:97(RasterParse)
        1    0.000    0.000    0.000    0.000 widgets.py:28(LockDraw)
        1    0.000    0.000    0.000    0.000 figure.py:121(SubplotParams)
        1    0.000    0.000    0.000    0.000 figure.py:82(__init__)
        1    0.000    0.000    0.000    0.000 _base.py:3410(set_axis_on)
        1    0.000    0.000    0.000    0.000 gridspec.py:476(GridSpecFromSubplotSpec)
        1    0.000    0.000    0.000    0.000 category.py:168(UnitData)
        1    0.000    0.000    0.000    0.000 units.py:135(DecimalConverter)
        1    0.000    0.000    0.000    0.000 dates.py:656(ConciseDateFormatter)
        1    0.000    0.000    0.000    0.000 legend_handler.py:724(__init__)
        1    0.000    0.000    0.000    0.000 tzinfo.py:159(DstTzInfo)
        4    0.000    0.000    0.000    0.000 generic.py:405(flags)
        2    0.000    0.000    0.000    0.000 range.py:280(start)
        2    0.000    0.000    0.000    0.000 format.py:498(is_truncated_vertically)
        1    0.000    0.000    0.000    0.000 info.py:934(_DataFrameTableBuilderVerbose)
        1    0.000    0.000    0.000    0.000 utils.py:61(ArrowCTypes)
        1    0.000    0.000    0.000    0.000 _json.py:280(SeriesWriter)
        1    0.000    0.000    0.000    0.000 sql.py:2478(SQLiteTable)
        1    0.000    0.000    0.000    0.000 convert_frame.py:106(Tracker)
        1    0.000    0.000    0.000    0.000 functions.py:261(LShift)
        4    0.000    0.000    0.000    0.000 math2.py:42(_mathfun)
        1    0.000    0.000    0.000    0.000 dispatcher.py:366(MethodDispatcher)
        1    0.000    0.000    0.000    0.000 kind.py:181(__new__)
        1    0.000    0.000    0.000    0.000 numbers.py:4170(TribonacciConstant)
        1    0.000    0.000    0.000    0.000 polyoptions.py:381(Composite)
        1    0.000    0.000    0.000    0.000 hyper.py:904(HyperRep_atanh)
        1    0.000    0.000    0.000    0.000 pycode.py:87(<dictcomp>)
        1    0.000    0.000    0.000    0.000 diagonal.py:157(DiagMatrix)
        1    0.000    0.000    0.000    0.000 gruntz.py:154(SubsSet)
        1    0.000    0.000    0.000    0.000 sequences.py:379(EmptySequence)
        1    0.000    0.000    0.000    0.000 formal.py:1549(FormalPowerSeriesProduct)
        1    0.000    0.000    0.000    0.000 diophantine.py:38(DiophantineSolutionSet)
        1    0.000    0.000    0.000    0.000 single.py:1438(HomogeneousCoeffSubsDepDivIndep)
        1    0.000    0.000    0.000    0.000 single.py:2100(NthLinearConstantCoeffHomogeneous)
        1    0.000    0.000    0.000    0.000 line.py:2429(LinearEntity3D)
        1    0.000    0.000    0.000    0.000 plot.py:807(Parametric2DLineSeries)
        1    0.000    0.000    0.000    0.000 config.py:326(is_fbcode)
        1    0.000    0.000    0.000    0.000 utils.py:2217(_Anchors)
        1    0.000    0.000    0.000    0.000 source.py:111(GlobalSource)
        1    0.000    0.000    0.000    0.000 source.py:127(GlobalWeakRefSource)
        1    0.000    0.000    0.000    0.000 functions.py:783(TritonKernelVariable)
        6    0.000    0.000    0.000    0.000 symbolic_opset8.py:67(_apply_params)
        1    0.000    0.000    0.000    0.000 _rules.py:126(_FxGraphToOnnx)
        1    0.000    0.000    0.000    0.000 _rules.py:186(_NoSymbolicFunctionForCallFunction)
        1    0.000    0.000    0.000    0.000 _rules.py:206(_UnsupportedFxNodeAnalysis)
        1    0.000    0.000    0.000    0.000 _rules.py:254(_FindOpschemaMatchedSymbolicFunction)
        1    0.000    0.000    0.000    0.000 misc.py:611(PythonModuleVariable)
        1    0.000    0.000    0.000    0.000 simpledialog.py:31(SimpleDialog)
        8    0.000    0.000    0.000    0.000 {method 'random' of '_random.Random' objects}
        8    0.000    0.000    0.000    0.000 {method 'getint' of '_tkinter.tkapp' objects}
        1    0.000    0.000    0.000    0.000 typing.py:2526(no_type_check)
        1    0.000    0.000    0.000    0.000 _globals.py:32(_NoValueType)
        1    0.000    0.000    0.000    0.000 _convertions.py:1(<module>)
        1    0.000    0.000    0.000    0.000 memmap.py:22(memmap)
        3    0.000    0.000    0.000    0.000 __init__.py:504(CFunctionType)
        1    0.000    0.000    0.000    0.000 index_tricks.py:303(__init__)
        1    0.000    0.000    0.000    0.000 _datasource.py:536(Repository)
        4    0.000    0.000    0.000    0.000 __init__.py:253(__init__)
        4    0.000    0.000    0.000    0.000 core.py:6544(__has_singleton)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:2346(_UnpackAlias)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:2400(TypeVarTuple)
        1    0.000    0.000    0.000    0.000 _weights_only_unpickler.py:125(Unpickler)
        1    0.000    0.000    0.000    0.000 package_exporter.py:103(_PatternInfo)
        1    0.000    0.000    0.000    0.000 activation.py:865(Softshrink)
        1    0.000    0.000    0.000    0.000 _package_unpickler.py:7(PackageUnpickler)
        1    0.000    0.000    0.000    0.000 anomaly_mode.py:8(detect_anomaly)
        1    0.000    0.000    0.000    0.000 autograd_function.py:548(CtxCustomSave)
        1    0.000    0.000    0.000    0.000 autograd_function.py:251(VmapInfo)
        1    0.000    0.000    0.000    0.000 pyfunctorch.py:89(VmapInterpreter)
        1    0.000    0.000    0.000    0.000 __init__.py:11(is_built)
        1    0.000    0.000    0.000    0.000 __init__.py:141(_DeviceGuard)
        1    0.000    0.000    0.000    0.000 event.py:4(Event)
        1    0.000    0.000    0.000    0.000 zipfile.py:1135(_ZipWriteFile)
        1    0.000    0.000    0.000    0.000 win32.py:23(CONSOLE_SCREEN_BUFFER_INFO)
        1    0.000    0.000    0.000    0.000 utils.py:110(lazy_property)
        1    0.000    0.000    0.000    0.000 worker.py:25(ManagerWatchdog)
        1    0.000    0.000    0.000    0.000 __init__.py:110(DeQuantize)
        1    0.000    0.000    0.000    0.000 conv_fused.py:364(ConvBn1d)
        1    0.000    0.000    0.000    0.000 conv.py:89(Conv2d)
        1    0.000    0.000    0.000    0.000 conv.py:219(ConvTranspose1d)
        1    0.000    0.000    0.000    0.000 _symbolic_trace.py:960(_PatchedFn)
        1    0.000    0.000    0.000    0.000 stubs.py:38(QuantWrapper)
        1    0.000    0.000    0.000    0.000 proactor_events.py:181(_ProactorReadPipeTransport)
        1    0.000    0.000    0.000    0.000 _guards.py:424(GlobalContext)
        6    0.000    0.000    0.000    0.000 model.py:1534(<genexpr>)
        1    0.000    0.000    0.000    0.000 colors.py:1991(BoundaryNorm)
        1    0.000    0.000    0.000    0.000 scale.py:310(FuncScaleLog)
        1    0.000    0.000    0.000    0.000 scale.py:29(ScaleBase)
        1    0.000    0.000    0.000    0.000 ticker.py:1915(_Edge_integer)
        1    0.000    0.000    0.000    0.000 _adapters.py:114(OrphanPath)
        1    0.000    0.000    0.000    0.000 _base.py:34(_axis_method_wrapper)
        3    0.000    0.000    0.000    0.000 six.py:880(add_metaclass)
        1    0.000    0.000    0.000    0.000 tz.py:328(_ttinfo)
        1    0.000    0.000    0.000    0.000 streamplot.py:322(Grid)
        1    0.000    0.000    0.000    0.000 geo.py:223(_GeoTransform)
        1    0.000    0.000    0.000    0.000 polar.py:548(RadialTick)
        1    0.000    0.000    0.000    0.000 basic.py:386(__eq__)
        1    0.000    0.000    0.000    0.000 buffer.py:21(Episode)
        1    0.000    0.000    0.000    0.000 _collections.py:5(FreezableDefaultDict)
        1    0.000    0.000    0.000    0.000 _collections.py:27(Pair)
        1    0.000    0.000    0.000    0.000 dict_info_to_list.py:13(DictInfoToListV0)
        1    0.000    0.000    0.000    0.000 config.py:81(DeprecatedOption)
        1    0.000    0.000    0.000    0.000 config.py:88(RegisteredOption)
        2    0.000    0.000    0.000    0.000 __init__.py:149(__lt__)
        1    0.000    0.000    0.000    0.000 accessors.py:62(ListAccessor)
        1    0.000    0.000    0.000    0.000 accessors.py:215(StructAccessor)
        1    0.000    0.000    0.000    0.000 format.py:868(DataFrameRenderer)
        1    0.000    0.000    0.000    0.000 describe.py:101(NDFrameDescriberAbstract)
        1    0.000    0.000    0.000    0.000 ops.py:1128(DataSplitter)
        1    0.000    0.000    0.000    0.000 _json.py:1367(SeriesParser)
        1    0.000    0.000    0.000    0.000 html.py:695(_LxmlFrameParser)
        1    0.000    0.000    0.000    0.000 stata.py:3023(StataStrLWriter)
        1    0.000    0.000    0.000    0.000 facts.py:301(rules_alpha)
        1    0.000    0.000    0.000    0.000 numbers.py:4299(Catalan)
        1    0.000    0.000    0.000    0.000 boolalg.py:253(BooleanTrue)
        1    0.000    0.000    0.000    0.000 function.py:938(WildFunction)
        1    0.000    0.000    0.000    0.000 boolalg.py:1086(Nand)
        1    0.000    0.000    0.000    0.000 boolalg.py:1465(Exclusive)
        1    0.000    0.000    0.000    0.000 miscellaneous.py:801(Min)
        1    0.000    0.000    0.000    0.000 mathieu_functions.py:86(mathieuc)
        1    0.000    0.000    0.000    0.000 beta_functions.py:282(betainc_regularized)
        1    0.000    0.000    0.000    0.000 hyperexpand.py:885(MeijerFormula)
        1    0.000    0.000    0.000    0.000 cse_main.py:218(FuncArgTracker)
        1    0.000    0.000    0.000    0.000 single.py:976(RationalRiccati)
        1    0.000    0.000    0.000    0.000 single.py:1562(HomogeneousCoeffSubsIndepDivDep)
        1    0.000    0.000    0.000    0.000 line.py:2160(Ray2D)
        1    0.000    0.000    0.000    0.000 exc.py:83(Unsupported)
        1    0.000    0.000    0.000    0.000 utils.py:2090(numpy_method_wrapper)
        1    0.000    0.000    0.000    0.000 source.py:255(NegateSource)
        1    0.000    0.000    0.000    0.000 source.py:412(ODictGetItemSource)
        1    0.000    0.000    0.000    0.000 ctx_manager.py:558(NullContextVariable)
        1    0.000    0.000    0.000    0.000 _rules.py:294(_FindOperatorOverloadsInOnnxRegistry)
        1    0.000    0.000    0.000    0.000 callback.py:1(CompilationCallbackHandler)
        4    0.000    0.000    0.000    0.000 {built-in method _weakref.proxy}
        1    0.000    0.000    0.000    0.000 {built-in method atexit.unregister}
        4    0.000    0.000    0.000    0.000 {method 'extend' of 'bytearray' objects}
        2    0.000    0.000    0.000    0.000 pathlib.py:434(__len__)
        1    0.000    0.000    0.000    0.000 _machar.py:17(MachAr)
        5    0.000    0.000    0.000    0.000 function_base.py:1320(_diff_dispatcher)
        1    0.000    0.000    0.000    0.000 npyio.py:42(BagObj)
        1    0.000    0.000    0.000    0.000 threading.py:811(_newname)
        2    0.000    0.000    0.000    0.000 threading.py:1206(daemon)
        6    0.000    0.000    0.000    0.000 core.py:846(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:280(LogRecord)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:1456(NoDefaultType)
        1    0.000    0.000    0.000    0.000 __init__.py:962(is_float_dtype)
        1    0.000    0.000    0.000    0.000 memory.py:852(_CUDAAllocator)
        1    0.000    0.000    0.000    0.000 importer.py:183(OrderedImporter)
        1    0.000    0.000    0.000    0.000 loss.py:1002(SoftMarginLoss)
        3    0.000    0.000    0.000    0.000 __init__.py:71(is_initialized)
        1    0.000    0.000    0.000    0.000 __init__.py:154(device)
        1    0.000    0.000    0.000    0.000 library.py:37(Library)
        1    0.000    0.000    0.000    0.000 grad_scaler.py:6(GradScaler)
        1    0.000    0.000    0.000    0.000 _script.py:1637(_ScriptProfile)
        1    0.000    0.000    0.000    0.000 request.py:834(HTTPPasswordMgr)
        1    0.000    0.000    0.000    0.000 request.py:908(HTTPPasswordMgrWithPriorAuth)
        1    0.000    0.000    0.000    0.000 calendar.py:295(TextCalendar)
        1    0.000    0.000    0.000    0.000 constraints.py:415(__init__)
        1    0.000    0.000    0.000    0.000 grouping.py:91(UnBatcherIterDataPipe)
        1    0.000    0.000    0.000    0.000 proxy.py:28(Scope)
        1    0.000    0.000    0.000    0.000 proxy.py:59(ScopeContextManager)
        1    0.000    0.000    0.000    0.000 proactor_events.py:327(_ProactorBaseWritePipeTransport)
        1    0.000    0.000    0.000    0.000 queues.py:218(PriorityQueue)
        1    0.000    0.000    0.000    0.000 windows_events.py:194(_WaitHandleFuture)
        2    0.000    0.000    0.000    0.000 _internal.py:121(get_artifact_log_qnames)
        1    0.000    0.000    0.000    0.000 _backward_state.py:4(BackwardState)
        1    0.000    0.000    0.000    0.000 model.py:37(Location)
        1    0.000    0.000    0.000    0.000 rcsetup.py:51(ValidateInStrings)
        1    0.000    0.000    0.000    0.000 TiffTags.py:32(TagInfo)
        1    0.000    0.000    0.000    0.000 scale.py:123(FuncTransform)
        1    0.000    0.000    0.000    0.000 ticker.py:270(FixedFormatter)
        1    0.000    0.000    0.000    0.000 ticker.py:1658(IndexLocator)
        3    0.000    0.000    0.000    0.000 transforms.py:1757(<lambda>)
        5    0.000    0.000    0.000    0.000 transforms.py:1003(minpos)
        1    0.000    0.000    0.000    0.000 actions.py:7(OnlyOnce)
        1    0.000    0.000    0.000    0.000 colorbar.py:146(_ColorbarAxesLocator)
        6    0.000    0.000    0.000    0.000 spines.py:199(get_path)
        1    0.000    0.000    0.000    0.000 backend_tools.py:642(ZoomPanBase)
        1    0.000    0.000    0.000    0.000 _mathtext.py:179(FontMetrics)
        1    0.000    0.000    0.000    0.000 _mathtext.py:1068(Char)
        2    0.000    0.000    0.000    0.000 _base.py:866(<dictcomp>)
        1    0.000    0.000    0.000    0.000 _adapters.py:83(ChildPath)
        1    0.000    0.000    0.000    0.000 figure.py:94(bubble)
        1    0.000    0.000    0.000    0.000 __init__.py:85(get_projection_names)
        1    0.000    0.000    0.000    0.000 gridspec.py:122(set_height_ratios)
        4    0.000    0.000    0.000    0.000 axis.py:851(_get_autoscale_on)
        1    0.000    0.000    0.000    0.000 ezpickle.py:5(EzPickle)
        1    0.000    0.000    0.000    0.000 clip_action.py:8(ClipAction)
        1    0.000    0.000    0.000    0.000 step_api_compatibility.py:7(StepAPICompatibility)
        1    0.000    0.000    0.000    0.000 common.py:36(AutoresetV0)
        1    0.000    0.000    0.000    0.000 common.py:82(PassiveEnvCheckerV0)
        1    0.000    0.000    0.000    0.000 tzinfo.py:79(StaticTzInfo)
        7    0.000    0.000    0.000    0.000 __init__.py:508(_parse_local_version)
        1    0.000    0.000    0.000    0.000 indexing.py:2507(_ScalarAccessIndexer)
        1    0.000    0.000    0.000    0.000 format.py:1513(_ExtensionArrayFormatter)
        1    0.000    0.000    0.000    0.000 base.py:13(OutputKey)
        1    0.000    0.000    0.000    0.000 _json.py:295(FrameWriter)
